Course,University,Masters/Bachelors,Language,Course Duration,Course Link
CONSTRUCTION MANAGEMENT AND SAFETY - LM-26 R,Università degli Studi di CATANIA,Magistrale,EN,2 years,https://www.dicar.unict.it/it/corsi/lm-26/presentazione-del-corso
ENVIRONMENTAL MANAGEMENT OF MOUNTAIN AREAS - LM-73 R,Libera Università di BOLZANO,Magistrale,EN,2 years,https://www.unibz.it/en/faculties/agricultural-environmental-food-sciences/master-environmental-management-mountain-areas/
ENVIRONMENTAL AND FOOD ECONOMICS - LM-76 R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://efe.cdl.unimi.it/en
ECONOMICS - LM-56 R,Università degli Studi di UDINE,Magistrale,EN,2 years,https://www.uniud.it/it/didattica/corsi/area-economico-giuridica/economia/laurea-magistrale/economics-scienze-economiche
BIOMEDICAL OMICS - LM-9 R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://bo.cdl.unimi.it/en
ECONOMICS & DATA SCIENCE - LM-56 R,Università degli Studi di GENOVA,Magistrale,EN,2 years,https://corsi.unige.it/en/corsi/11937
INDUSTRIAL MECHANICAL ENGINEERING - LM-33,Libera Università di BOLZANO,Magistrale,EN,2 years,https://www.unibz.it/en/faculties/engineering/master-industrial-mechanical-engineering/
CIVIL ENGINEERING FOR RISK MITIGATION - LM-23 R,Politecnico di MILANO,Magistrale,EN,2 years,https://www.master-cerm.polimi.it/
CLINICAL AND EXPERIMENTAL BIOLOGY - LM-6 R,Università degli Studi di FOGGIA,Magistrale,EN,2 years,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-magistrali/clinical-and-experimental-biology
- LM-69 R,Università degli Studi di FIRENZE,Magistrale,EN,2 years,http://www.tropicalagriculture.unifi.it/
VALORIZATION AND SUSTAINABLE DEVELOPMENT OF MOUNTAIN AREAS - LM-73 R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://mountainside.cdl.unimi.it/en
BUSINESS (WORLD BACHELOR IN BUSINESS) - L-18 R,"Università Commerciale ""Luigi Bocconi"" MILANO",Triennale,EN,3 years,https://www.unibocconi.it/en/programs/bachelor-science/world-bachelor-business
MEDICINE AND SURGERY - LM-41 R,Università degli Studi di MILANO,unico,EN,6 years,https://ims.cdl.unimi.it/
ECONOMICS AND DEVELOPMENT - LM-56 R,Università degli Studi di FIRENZE,Magistrale,EN,2 years,http://www.economicsanddevelopment.unifi.it/
SUSTAINABLE INDUSTRIAL CHEMISTRY - LM-71 R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://sic.cdl.unimi.it/en
SCIENCE AND TECHNOLOGIES FOR AGRICULTURE AND MOUNTAIN AREAS - LM-69 R,Università degli Studi della TUSCIA,Magistrale,EN,2 years,https://www.unitus.it/corsi/corsi-di-laurea-magistrale/science-and-technologies-for-agriculture-and-mountain-areas/
CYBERSECURITY - LM-66 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33516
ECONOMIA E COMMERCIO INTERNAZIONALE - LM-56 R,Università Politecnica delle MARCHE,Magistrale,EN,2 years,http://www.econ.univpm.it/EM07
DATA SCIENCE - LM-DATA,Università degli Studi di MESSINA,Magistrale,EN,2 years,https://data-science.cdl.unime.it/en
MEDICINE AND SURGERY - LM-41 R,HUMANITAS University,unico,EN,6 years,https://www.universitaly.it/#
BUSINESS ECONOMICS AND ORGANIZATION - L-18 R,"LUM ""Giuseppe Degennaro""",Triennale,EN,3 years,http://%20https//www.lum.it/laurea-in-business-economics-and-organization/
ECONOMICS - LM-56 R,"Università degli Studi di ROMA ""Tor Vergata""",Magistrale,EN,2 years,https://economia.uniroma2.it/master-science/economics
ENVIRONMENTAL ENGINEERING - LM-35 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?tipo=LM&scuola=IN&ordinamento=2025&key=IN2934&cg=ingegneria
DATA SCIENCE AND ARTIFICIAL INTELLIGENCE - LM-DATA,Università degli Studi di TRIESTE,Magistrale,EN,2 years,https://degree.units.it/2-data-science-ai
DESIGN OF SUSTAINABLE TOURISM SYSTEMS - LM-49 R,Università degli Studi di FIRENZE,Magistrale,EN,2 years,http://www.dsts.unifi.it/
COMPUTER SCIENCE - LM-18,Università degli Studi di CAMERINO,Magistrale,EN,2 years,https://didattica.unicam.it/Guide/PaginaCorso.do?corso_id=10025
FINANCE - LM-16 R,Università degli Studi di SIENA,Magistrale,EN,2 years,https://finance.unisi.it/it
MEDICINE AND SURGERY - LM-41 R,HUMANITAS University,unico,EN,6 years,https://www.universitaly.it/#
SUSTAINABLE TRANSPORTATION AND SMART MARITIME MOBILITY - LM-23 R,Università IUAV di VENEZIA,Magistrale,EN,2 years,https://www.iuav.it/it/didattica/lauree-magistrali/Sustainable-transportation-and-smart-maritime-mobility
DATA SCIENCE - LM-DATA,Università degli Studi di CATANIA,Magistrale,EN,2 years,https://www.universitaly.it/#
DIGITAL HERITAGE - LM-43 R,Università del SALENTO,Magistrale,EN,2 years,https://www.universitaly.it/#
EUROPEAN ECONOMY AND BUSINESS LAW - LM-90 R,"Università degli Studi di ROMA ""Tor Vergata""",Magistrale,EN,2 years,https://economia.uniroma2.it/master-science/eebl
GLOBAL GOVERNANCE - L-16 R,"Università degli Studi di ROMA ""Tor Vergata""",Triennale,EN,3 years,http://www.globalgovernance.it/
ELECTRONIC ENGINEERING - LM-29,Università degli Studi di GENOVA,Magistrale,EN,2 years,https://corsi.unige.it/corsi/11970
COMPUTER SCIENCE - LM-18,Università degli Studi INSUBRIA Varese-Como,Magistrale,EN,2 years,https://www.uninsubria.it/magistrale-informatica
INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE - LM-56 R,Università degli Studi di MILANO-BICOCCA,Magistrale,EN,2 years,https://www.unimib.it/graduate/international-economics
DATA SCIENCE - LM-DATA,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33519
COMPUTER ENGINEERING - LM-32,Università degli Studi di PAVIA,Magistrale,EN,2 years,http://mpce.unipv.eu/
ELECTRONIC ENGINEERING - LM-29,Università degli Studi di PAVIA,Magistrale,EN,2 years,http://mpee.unipv.eu/
ENERGY ENGINEERING - LM-30 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/it/ingegneria-energetica
GEOPHYSICS AND GEODATA - LM-79 R,Università degli Studi di TRIESTE,Magistrale,EN,2 years,https://degree.units.it/2-geophysics-geodata
DATA SCIENCE - LM-DATA,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,https://www.universitaly.it/#
"COMPUTER ENGINEERING, CYBERSECURITY AND ARTIFICIAL INTELLIGENCE - LM-32",Università degli Studi di CAGLIARI,Magistrale,EN,2 years,https://www.unica.it/unica/it/crs_70_90.page
CIVIL ENGINEERING - LM-23 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,http://corsi.unibo.it/civil-engineering
BIOINFORMATICS FOR COMPUTATIONAL GENOMICS - LM-8 R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://bcg.cdl.unimi.it/en
CHEMICAL ENGINEERING - LM-22 R,Politecnico di MILANO,Magistrale,EN,2 years,http://www.ccs-chimica.polimi.it/
BEHAVIOURAL AND APPLIED ECONOMICS - LM-56 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/behavioural-and-applied-economics
QUANTITATIVE FINANCE AND INSURANCE - LM-83 R,Università degli Studi di TORINO,Magistrale,EN,2 years,https://www.finance-insurance.unito.it/do/home.pl
MARINE SCIENCES - SCIENZE MARINE - LM-75 R,Università degli Studi di MILANO-BICOCCA,Magistrale,EN,2 years,https://www.unimib.it/graduate/marine-sciences
FINANCE AND BANKING - LM-16 R,"Università degli Studi di ROMA ""Tor Vergata""",Magistrale,EN,2 years,https://economia.uniroma2.it/master-science/financeandbanking
BIOTECHNOLOGY FOR THE BIO-BASED AND HEALTH INDUSTRY - LM-8 R,Università degli Studi INSUBRIA Varese-Como,Magistrale,EN,2 years,http://www.uninsubria.it/magistrale-bbhi
APPLIED COMPUTER SCIENCE (MACHINE LEARNING AND BIG DATA) - LM-18,"Università degli Studi di NAPOLI ""Parthenope""",Magistrale,EN,2 years,http://informatica.uniparthenope.it/
RENEWABLE ENERGY ENGINEERING IN COASTAL ENVIRONMENT - LM-35 R,Università IUAV di VENEZIA,Magistrale,EN,2 years,https://www.iuav.it/it/didattica/lauree-magistrali/Renewable-Energy-Engineering-in-Coastal-Environment
COMPUTING FOR DATA SCIENCE - LM-18,Libera Università di BOLZANO,Magistrale,EN,2 years,https://www.unibz.it/en/faculties/engineering/master-computing-data-science/
PRODUCT AND SERVICE DESIGN - LM-12 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33433
DATA SCIENCE - LM-DATA,"Università degli Studi della Campania ""Luigi Vanvitelli""",Magistrale,EN,2 years,https://www.matfis.unicampania.it/didattica/corsi-di-studio/corso-di-laurea-magistrale-in-data-science
FOOD SCIENCES FOR INNOVATION AND AUTHENTICITY - LM-70 R,Libera Università di BOLZANO,Magistrale,EN,2 years,https://www.unibz.it/en/faculties/agricultural-environmental-food-sciences/master-food-sciences-innovation-authenticity/
DATA SCIENCE - LM-DATA,Università degli Studi di VERONA,Magistrale,EN,2 years,https://www.corsi.univr.it/?ent=cs&id=1175
ENGINEERING FOR THE FOOD INDUSTRY - LM-33,Università degli Studi di PARMA,Magistrale,EN,2 years,http://cdlm-iimia.unipr.it/
DIGITAL ECONOMICS AND BUSINESS - L-33 R,Università Politecnica delle MARCHE,Triennale,EN,3 years,https://www.econ.univpm.it/ET07
MATHEMATICS AND APPLICATIONS - LM-40 R,Università degli Studi di CAMERINO,Magistrale,EN,2 years,https://didattica.unicam.it/Guide/PaginaCorso.do?corso_id=10332
"SECURITY, INTELLIGENCE AND STRATEGIC STUDIES - LM-52 R",Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/security-intelligence-and-strategic-studies
DATA SCIENCE - LM-DATA,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/data-science
ICT FOR INTERNET AND MULTIMEDIA - LM-27,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?ordinamento=2025&key=IN2898&tipo=LM&scuola=IN
SECURITY AND HUMAN RIGHTS - LM-90 R,Università degli Studi della TUSCIA,Magistrale,EN,2 years,http://www.unitus.it/it/dipartimento/distu/corso-di-laurea-magistrale-in-security-and-human-rights-lm-90-/articolo/presentazione-corso
MATHEMATICS - LM-40 R,Università degli Studi di TRIESTE,Magistrale,EN,2 years,https://degree.units.it/2-mathematics
APPLIED DATA SCIENCE - LM-DATA,Università degli Studi dell'AQUILA,Magistrale,EN,2 years,https://www.disim.univaq.it/degree0b5a.html?section=single-0A01&degree_id=10
TELECOMMUNICATIONS ENGINEERING - LM-27,Università degli Studi di CASSINO e del LAZIO MERIDIONALE,Magistrale,EN,2 years,https://www.unicas.it/telecommunications-engineering
ADVANCED MATERIALS SCIENCE AND TECHNOLOGY - LM SC. MAT.,Università degli Studi di GENOVA,Magistrale,EN,2 years,https://corsi.unige.it/corsi/11967
MEDICINE AND SURGERY REPLICA - BOLZANO - LM-41 R,Università Cattolica del Sacro Cuore,unico,EN,6 years,https://www.unicatt.it/corsi/triennale/medicine-and-surgery-roma.html
MEDICINE AND SURGERY - LM-41 R,Università degli Studi di CAGLIARI,unico,EN,6 years,https://web.unica.it/unica/en/crs_40_71.page
