Course,University,Masters/Bachelors,Language,Course Duration,Course Link
MANAGEMENT - LM-77 R,Luiss Libera Università internazionale degli studi sociali Guido Carli,Magistrale,EN,2 years,https://graduate.luiss.it/it/course/management
INTERNATIONAL MANAGEMENT - LM-77 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/international-management
MANAGEMENT - LM-77 R,Università Cattolica del Sacro Cuore,Magistrale,EN,2 years,https://www.unicatt.it/corsi/management-milano
INTERNATIONAL MANAGEMENT - LM-77 R,Università degli Studi di CAGLIARI,Magistrale,EN,2 years,https://web.unica.it/unica/it/crs_11_84.page
MATHEMATICS AND APPLICATIONS - LM-40 R,Università degli Studi di CAMERINO,Magistrale,EN,2 years,https://didattica.unicam.it/Guide/PaginaCorso.do?corso_id=10332
"FASHION, ART AND FOOD MANAGEMENT - LM-77 R","Università degli Studi di NAPOLI ""Parthenope""",Magistrale,EN,2 years,https://orienta.uniparthenope.it/laurea-magistrale/fashion-art-food-management/
"COMPARATIVE, EUROPEAN AND INTERNATIONAL LEGAL STUDIES - L-14 R",Università degli Studi di TRENTO,Triennale,EN,3 years,https://corsi.unitn.it/en/comparative-european-and-international-legal-studies
ECONOMIC ANALYSIS AND POLICY - LM-56 R,Università degli Studi di TORINO,Magistrale,EN,2 years,https://www.didattica-cps.unito.it/do/home.pl/View?doc=/corsi_di_studio/economic_analysis_and_policy/presentazione.html
INNOVATION MANAGEMENT - LM-77 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/innovation-management
INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE - LM-56 R,Università degli Studi di MILANO-BICOCCA,Magistrale,EN,2 years,https://www.unimib.it/graduate/international-economics
ECONOMICS AND PUBLIC POLICY - LM-56 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,https://corsi.unibo.it/2cycle/EconomicsPolicy
ECONOMICS - LM-56 R,"Università degli Studi di ROMA ""Tor Vergata""",Magistrale,EN,2 years,https://economia.uniroma2.it/master-science/economics
MANAGEMENT - LM-77 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/it/management
ECONOMICS AND MANAGEMENT OF INNOVATION AND TECHNOLOGY - LM-56 R,"Università Commerciale ""Luigi Bocconi"" MILANO",Magistrale,EN,2 years,https://www.unibocconi.it/en/programs/master-science/economics-and-management-innovation-and-technology
APPLIED ECONOMICS - LM-56 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/economia-e-scienze-politiche?tipo=LM&scuola=EP&ordinamento=2025&key=EP2895&cg=economia-finanza-gestione-azie
DATA SCIENCE AND ARTIFICIAL INTELLIGENCE - LM-DATA,Università degli Studi di TRIESTE,Magistrale,EN,2 years,https://degree.units.it/2-data-science-ai
DISASTER AND HEALTH CRISIS MANAGEMENT - LM-81 R,Università degli Studi del PIEMONTE ORIENTALE,Magistrale,EN,2 years,https://disste.uniupo.it/en/university-studies/course/disaster-health-crisis-management-ay-20252026
INTERNATIONAL ECONOMICS AND BUSINESS - LM-56 R,Università degli Studi di VERONA,Magistrale,EN,2 years,https://www.corsi.univr.it/?ent=cs&id=1308
MANAGEMENT - LM-77 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/european-master-business-studies
DATA SCIENCE - LM-DATA,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,https://www.universitaly.it/#
BUSINESS ADMINISTRATION - LM-77 R,Università degli Studi di TORINO,Magistrale,EN,2 years,http://www.business-administration.unito.it/
MATHEMATICS - LM-40 R,Università degli Studi dell'AQUILA,Magistrale,EN,2 years,https://www.disim.univaq.it/degree.php?section=single-0A01&degree_id=5
MATHEMATICAL ENGINEERING - LM-44 R,Università degli Studi dell'AQUILA,Magistrale,EN,2 years,https://www.disim.univaq.it/degree2a2a.html?section=single-0A01&degree_id=4
ECONOMICS AND DATA ANALYSIS - LM-56 R,Università degli Studi di BERGAMO,Magistrale,EN,2 years,https://ls-eda.unibg.it/en
ECONOMICS WITH DATA SCIENCE - L-33 R,Università degli Studi di CASSINO e del LAZIO MERIDIONALE,Triennale,EN,3 years,https://unicas-public.gomp.it/PublicData?uid=539e3281-7a03-4c3a-914a-8305223bec11&mode=CourseDetail&iso=eng&academicYear=2024
