Course,University,Masters/Bachelors,Language,Course Duration,Course Link
MANAGEMENT OF HUMAN RESOURCES - LM-77 R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://mhr.cdl.unimi.it/en
PHILOSOPHICAL SCIENCES - LM-78 R,Università degli Studi di MILANO,Magistrale,MU,2 years,https://scienzefilosofiche.cdl.unimi.it/
GEOPHYSICS - LM-79 R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://geophysics.cdl.unimi.it/en/
"CULTURAL, INTELLECTUAL AND VISUAL HISTORY - LM-84 R",Università degli Studi di MILANO,Magistrale,EN,2 years,https://visual.cdl.unimi.it/en
MIGRATION STUDIES AND NEW SOCIETIES - LM-90 R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://migrations.cdl.unimi.it/
LAW AND SUSTAINABLE DEVELOPMENT - LM/SC-GIUR R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://llmsd.cdl.unimi.it/en
MANAGEMENT OF BUILT ENVIRONMENT - LM-24,Politecnico di MILANO,Magistrale,EN,2 years,http://www.ccsmbe.polimi.it/
GLOBAL ENTREPRENEURSHIP ECONOMICS AND MANAGEMENT (GEEM) - LM-77 R,Università degli Studi INSUBRIA Varese-Como,Magistrale,EN,2 years,http://www.uninsubria.it/magistrale-geem
BIOMEDICAL SCIENCES - LM-6 R,Università degli Studi INSUBRIA Varese-Como,Magistrale,EN,2 years,http://www.uninsubria.it/magistrale-bms
BIOTECHNOLOGY FOR THE BIO-BASED AND HEALTH INDUSTRY - LM-8 R,Università degli Studi INSUBRIA Varese-Como,Magistrale,EN,2 years,http://www.uninsubria.it/magistrale-bbhi
PHYSICS - LM-17 R,Università degli Studi INSUBRIA Varese-Como,Magistrale,EN,2 years,http://www.uninsubria.it/magistrale-fisica
HOSPITALITY FOR SUSTAINABLE TOURISM DEVELOPMENT - LM-49 R,Università degli Studi INSUBRIA Varese-Como,Magistrale,EN,2 years,https://www.uninsubria.it/magistrale-hospitality
COMPUTER SCIENCE - LM-18,Università degli Studi INSUBRIA Varese-Como,Magistrale,EN,2 years,https://www.uninsubria.it/magistrale-informatica
MATHEMATICS - LM-40 R,Università degli Studi INSUBRIA Varese-Como,Magistrale,EN,2 years,http://www.uninsubria.it/magistrale-matematica
"ADMINISTRATION, ADVISORY & AUDIT, PEOPLE - LM-77 R",Università degli Studi del PIEMONTE ORIENTALE,Magistrale,MU,2 years,https://disei.uniupo.it/it/didattica/corsi-di-laurea/amministrazione-professione-persone-app-2526
PHARMACEUTICAL BIOTECHNOLOGIES - LM-9 R,Università degli Studi del PIEMONTE ORIENTALE,Magistrale,MU,2 years,https://dsf.uniupo.it/it/didattica/corsi-di-laurea
BIOTECHNOLOGY - L-2 R,Università degli Studi del PIEMONTE ORIENTALE,Triennale,MU,3 years,https://scuolamed.uniupo.it/it/didattica/corsi-di-laurea
PHARMACEUTICAL CHEMISTRY AND TECHNOLOGY - LM-13 R,Università degli Studi del PIEMONTE ORIENTALE,unico,MU,5 years,https://dsf.uniupo.it/it/didattica/corsi-di-laurea
DISASTER AND HEALTH CRISIS MANAGEMENT - LM-81 R,Università degli Studi del PIEMONTE ORIENTALE,Magistrale,EN,2 years,https://disste.uniupo.it/en/university-studies/course/disaster-health-crisis-management-ay-20252026
ECONOMICS AND MANAGEMENT - LM-56 R,Università degli Studi del PIEMONTE ORIENTALE,Magistrale,MU,2 years,https://digspes.uniupo.it/it/didattica/corsi-di-laurea/economia-management-2025-2026
FOOD HEALTH AND ENVIRONMENT - LM-6 R,Università degli Studi del PIEMONTE ORIENTALE,Magistrale,EN,2 years,https://disste.uniupo.it/en/university-studies/course/food-health-environment-ay-20252026
"MANAGEMENT, ECONOMICS AND FINANCE - LM-77 R",Università degli Studi del PIEMONTE ORIENTALE,Magistrale,MU,2 years,https://disei.uniupo.it/it/didattica/corsi-di-laurea/management-economia-finanza-mef-2526
MEDICAL BIOTECHNOLOGY - LM-9 R,Università degli Studi del PIEMONTE ORIENTALE,Magistrale,EN,2 years,https://scuolamed.uniupo.it/it/didattica/corsi-di-laurea
BIOLOGY AND ECOLOGY OF THE COASTAL MARINE ENVIRONMENT - LM-6 R,Università degli Studi di MESSINA,Magistrale,MU,2 years,https://biologia-ecologia-dell-ambiente-marino-costiero.cdl.unime.it/it
BIOTECHNOLOGY - L-2 R,Università degli Studi di MESSINA,Triennale,MU,3 years,https://biotecnologie.cdl.unime.it/it
MEDICAL BIOTECHNOLOGY - LM-9 R,Università degli Studi di MESSINA,Magistrale,MU,2 years,https://biotecnologie-mediche.cdl.unime.it/
COGNITIVE SCIENCE AND THEORY OF COMMUNICATION - LM-55 R/ LM-92 R,Università degli Studi di MESSINA,Magistrale,EN,2 years,https://cognitive-science-and-theory-of-communication.cdl.unime.it/en
MEDICAL BIOTECHNOLOGIES - LM-9 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/medicina-e-chirurgia?ordinamento=2025&key=ME2958&tipo=LM&scuola=ME
MEDIA AND CULTURAL INDUSTRIES - LM-59 R,LINK CAMPUS University,Magistrale,MU,2 years,https://www.unilink.it/cds/media-e-industrie-culturali-lm-59-aa-25-26
MECHATRONICS AND SMART TECHNOLOGY ENGINEERING - LM-33,Università degli Studi di BERGAMO,Magistrale,EN,2 years,https://ls-mec.unibg.it/en
MECHATRONICS ENGINEERING - LM-33,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/it/mechatronics-engineering
MECHATRONICS ENGINEERING - LM-29,"Università degli Studi di ROMA ""Tor Vergata""",Magistrale,EN,2 years,https://mechatronics.uniroma2.it/
MECHATRONICS ENGINEERING - LM-25,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?tipo=LM&scuola=IN&ordinamento=2011&key=IN0529&cg=ingegneria
MECHATRONIC ENGINEERING - LM-25,Politecnico di TORINO,Magistrale,EN,2 years,https://www.polito.it/corsi/37-571
MECHANICAL ENGINEERING FOR SUSTAINABILITY - LM-33,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,http://corsi.unibo.it/Magistrale/IngegneriaMeccanicaForli
MECHANICAL ENGINEERING FOR SUSTAINABILITY - LM-33,Università degli Studi di FIRENZE,Magistrale,EN,2 years,https://www.ing-mes.unifi.it/
MECHANICAL ENGINEERING FOR PRODUCT INNOVATION - LM-33,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?tipo=LM&scuola=IN&ordinamento=2025&key=IN2937&cg=ingegneria
DESIGN FOR THE FASHION SYSTEM - LM-12 R,Politecnico di MILANO,Magistrale,EN,2 years,http://www.moda.polimi.it/
COMMUNICATION DESIGN - LM-12 R,Politecnico di MILANO,Magistrale,MU,2 years,https://www.designdellacomunicazione.polimi.it/
DESIGN & ENGINEERING - LM-12 R,Politecnico di MILANO,Magistrale,EN,2 years,https://www.design.polimi.it/it
SPACE ENGINEERING - LM-20 R,Politecnico di MILANO,Magistrale,EN,2 years,https://ccs-aerospaziale.polimi.it/corso-di-laurea-magistrale-in-ingegneria-spaziale/
AERONAUTICAL ENGINEERING - LM-20 R,Politecnico di MILANO,Magistrale,EN,2 years,https://ccs-aerospaziale.polimi.it/corso-di-laurea-magistrale-in-ingegneria-aeronautica/
BIOMEDICAL ENGINEERING - LM-21 R,Politecnico di MILANO,Magistrale,MU,2 years,http://www.ccsbio.polimi.it/
FOOD ENGINEERING - LM-22 R,Politecnico di MILANO,Magistrale,EN,2 years,http://www.ccs-foodengineering.polimi.it/
CHEMICAL ENGINEERING - LM-22 R,Politecnico di MILANO,Magistrale,EN,2 years,http://www.ccs-chimica.polimi.it/
CIVIL ENGINEERING - LM-23 R,Politecnico di MILANO,Magistrale,MU,2 years,http://www.ingciv.polimi.it/
CIVIL ENGINEERING FOR RISK MITIGATION - LM-23 R,Politecnico di MILANO,Magistrale,EN,2 years,https://www.master-cerm.polimi.it/
MA IN URBAN PLANNING - LM-48 R,Università IUAV di VENEZIA,Magistrale,MU,2 years,https://www.iuav.it/it/didattica/lauree-magistrali/urbanistica-e-pianificazione-del-territorio
FASHION - LM-12 R,Università IUAV di VENEZIA,Magistrale,MU,2 years,https://www.iuav.it/it/didattica/lauree-magistrali/moda-fashion
SUSTAINABLE TRANSPORTATION AND SMART MARITIME MOBILITY - LM-23 R,Università IUAV di VENEZIA,Magistrale,EN,2 years,https://www.iuav.it/it/didattica/lauree-magistrali/Sustainable-transportation-and-smart-maritime-mobility
RENEWABLE ENERGY ENGINEERING IN COASTAL ENVIRONMENT - LM-35 R,Università IUAV di VENEZIA,Magistrale,EN,2 years,https://www.iuav.it/it/didattica/lauree-magistrali/Renewable-Energy-Engineering-in-Coastal-Environment
CURATING ARTS AND HERITAGE IN INTERCULTURAL PERSPECTIVES - LM-89 R,Università IUAV di VENEZIA,Magistrale,EN,2 years,https://www.iuav.it/it/didattica/lauree-magistrali
ARCHITECTURE - LM-4 R,Università IUAV di VENEZIA,Magistrale,EN,2 years,https://www.iuav.it/it/didattica/lauree-magistrali/ma-architecture
TOURISM MANAGEMENT AND SUSTAINABILITY - LM-49 R,"Università ""Ca' Foscari"" VENEZIA",Magistrale,EN,2 years,http://www.unive.it/cdl/emr9
"TRANS-MEDITERRANEAN STUDIES: MIGRATION, COOPERATION AND DEVELOPMENT - LM-81 R","Università ""Ca' Foscari"" VENEZIA",Magistrale,MU,2 years,http://www.unive.it/cdl/lmr80
"HISTORICAL STUDIES: MIDDLE AGES, EARLY MODERN AND MODERN AGES - LM-84 R","Università ""Ca' Foscari"" VENEZIA",Magistrale,MU,2 years,http://www.unive.it/cdl/fmr7
ENVIRONMENTAL SCIENCES - LM-75 R,"Università ""Ca' Foscari"" VENEZIA",Magistrale,MU,2 years,http://www.unive.it/cdl/cmr5
"ECONOMICS, INTERNATIONAL COOPERATION AND SUSTAINABLE DEVELOPMENT - L-37 R",Università degli Studi di PALERMO,Triennale,MU,3 years,https://www.unipa.it/dipartimenti/seas/cds/economiaecooperazioneinternaz.perlosvilupposostenibile2297
ECONOMICS AND FINANCE - L-33 R,"Università degli Studi di ROMA ""La Sapienza""",Triennale,MU,3 years,https://corsidilaurea.uniroma1.it/it/course/33438
ECONOMICS AND BUSINESS MANAGEMENT - L-18 R,Università degli Studi EUROPEA di ROMA,Triennale,MU,3 years,https://www.universitaeuropeadiroma.it/economia/
BUSINESS ADMINISTRATION AND MANAGEMENT - L-18 R,Università degli Studi di TRIESTE,Triennale,MU,3 years,http://corsi.units.it/ec01/economia-gestione-aziendale
"ECONOMICS AND MANAGEMENT OF ART, CULTURE AND ENTERTAIMENT - LM-76 R",Università Cattolica del Sacro Cuore,Magistrale,MU,2 years,https://www.unicatt.it/corsi/economia-e-gestione-dei-beni-culturali-e-dello-spettacolo-lm-milano
ECONOMICS AND MANAGEMENT OF ARTS AND CULTURAL ACTIVITIES - LM-76 R,"Università ""Ca' Foscari"" VENEZIA",Magistrale,MU,2 years,http://www.unive.it/cdl/EMR3
ECONOMICS AND BUSINESS ADMINISTRATION - L-18 R,Università Telematica Internazionale UNINETTUNO,Triennale,MU,3 years,https://www.uninettunouniversity.net/
ECONOMICS AND MANAGEMENT - LM-77 R,Università degli Studi ROMA TRE,Magistrale,MU,2 years,http://economiaziendale.uniroma3.it/
ECONOMICS AND MANAGEMENT - L-18 R/ L-33 R,Università degli Studi di Urbino Carlo Bo,Triennale,MU,3 years,https://www.uniurb.it/corsi/1757254
ECONOMICS AND MANAGEMENT - LM-77 R,"Libera Università degli Studi ""Maria SS.Assunta"" - LUMSA",Magistrale,MU,2 years,https://lumsa.it/it/corsi/economia-e-management
NURSING - L/SNT1,"Università degli Studi di ROMA ""La Sapienza""",Triennale,EN,3 years,https://corsidilaurea.uniroma1.it/it/course/28614
NEUROBIOLOGY - LM-6 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33598
"MOLECULAR BIOLOGY, MEDICINAL CHEMISTRY AND COMPUTER SCIENCE FOR PHARMACEUTICAL APPLICATIONS - L-29 R","Università degli Studi di ROMA ""La Sapienza""",Triennale,EN,3 years,https://corsidilaurea.uniroma1.it/it/course/33457
MEDITERRANEAN ARCHAEOLOGY - LM-2 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33542
MEDICINE AND SURGERY - LM-41 R,"Università degli Studi di ROMA ""La Sapienza""",unico,EN,6 years,https://corsidilaurea.uniroma1.it/it/course/33454
BUSINESS MANAGEMENT - LM-77 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33447
ORIENTAL LANGUAGES AND CIVILIZATIONS - L-11 R,"Università degli Studi di ROMA ""La Sapienza""",Triennale,MU,3 years,https://corsidilaurea.uniroma1.it/it/course/33534
ORIENTAL LANGUAGES AND CULTURES - LM-36 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33547
"FINANCIAL INSTITUTIONS, INTERNATIONAL FINANCE AND RISK MANAGEMENT - LM-77 R","Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33446
ENVIRONMENTAL ENGINEERING - LM-35 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33495
MANAGEMENT AND BUSINESS CONSULTING - LM-77 R,Università degli Studi del MOLISE,Magistrale,MU,2 years,https://www3.unimol.it/dipartimenti/economia/corso/management_consulenza_aziendale_home
MANAGEMENT AND INTERNATIONAL MARKETING - LM-77 R,Università degli Studi di MACERATA,Magistrale,MU,2 years,https://corsi.unimc.it/it/management-marketing-internazionale
TOURIST FIRM MANAGEMENT - L-18 R,"Università degli Studi di NAPOLI ""Parthenope""",Triennale,MU,3 years,https://orienta.uniparthenope.it/laurea-triennale/management-imprese-turistiche/
INTERNATIONAL BUSINESS ADMINISTRATION AND MANAGEMENT - L-18 R,"Università degli Studi di NAPOLI ""Parthenope""",Triennale,MU,3 years,https://orienta.uniparthenope.it/laurea-triennale/management-imprese-internazionali/
BUSINESS MANAGEMENT - LM-77 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33447
"FASHION, ART AND FOOD MANAGEMENT - LM-77 R","Università degli Studi di NAPOLI ""Parthenope""",Magistrale,EN,2 years,https://orienta.uniparthenope.it/laurea-magistrale/fashion-art-food-management/
"TOURISM, SPORT AND EVENT MANAGEMENT - L-18 R",Libera Università di BOLZANO,Triennale,MU,3 years,https://www.unibz.it/en/faculties/economics-management/bachelor-tourism-sport-event-management/
TOURISM MANAGEMENT AND SUSTAINABILITY - LM-76 R,Università degli Studi di CAGLIARI,Magistrale,MU,2 years,https://www.unica.it/unica/it/crs_11_81.page
"MANAGEMENT OF TERRITORIES, PUBLIC ADMINISTRATIONS, AND TOURISM - LM-77 R",Università del SALENTO,Magistrale,MU,2 years,https://www.universitaly.it/#
BUSINESS MANAGEMENT - L-18 R,Università degli Studi di MESSINA,Triennale,MU,3 years,https://management-impresa.cdl.unime.it/it
CIVIL ENGINEERING - LM-23 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33487
CHEMICAL ENGINEERING - LM-22 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33486
HEALTH ECONOMICS - LM-56 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33441
GLOBAL HUMANITIES - L-42 R,"Università degli Studi di ROMA ""La Sapienza""",Triennale,EN,3 years,https://corsidilaurea.uniroma1.it/it/course/33537
GENETICS AND MOLECULAR BIOLOGY - LM-6 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33597
FINANCE AND INSURANCE - LM-16 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33439
FASHION THEORY AND PRACTICES - LM-65 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33553
EUROPEAN STUDIES - LM-90 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33468
ENVIRONMENTAL AND SUSTAINABLE BUILDING ENGINEERING - LM-24,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33489
ENGLISH AND ANGLO-AMERICAN STUDIES - LM-37 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33548
"PHILOSOPHICAL KNOWLEDGE: FOUNDATIONS, METHODS, APPLICATIONS - LM-78 R",Università degli Studi di BERGAMO,Magistrale,EN,2 years,https://ls-pfma.unibg.it/en
PLANNING AND MANAGEMENT OF TOURISM SYSTEMS - LM-49 R,Università degli Studi di BERGAMO,Magistrale,EN,2 years,https://ls-pmts.unibg.it/en
CLINICAL PSYCHOLOGY - LM-51 R,Università degli Studi di BERGAMO,Magistrale,MU,2 years,https://ls-pc.unibg.it/it
ELECTRONICS ENGINEERING FOR AUTOMATION AND SENSING - LM-29,Università degli Studi del SANNIO di BENEVENTO,Magistrale,EN,2 years,https://unisannio.it/it/dipartimenti/ding/didattica/corsi-di-laurea-magistrale/electronics-engineering-automation-sensing-389
BIOMEDICAL ENGINEERING - LM-21 R,Università degli Studi ROMA TRE,Magistrale,EN,2 years,https://ingegneriaindustrialeelettronicameccanica.uniroma3.it/didattica/collegio-elettronica/
BUSINESS ADMINISTRATION - LM-77 R,Università degli Studi ROMA TRE,Magistrale,MU,2 years,https://economiaziendale.uniroma3.it/
"ENVIRONMENTAL ECONOMICS, LABOUR AND SUSTAINABLE DEVELOPMENT - LM-56 R",Università degli Studi ROMA TRE,Magistrale,MU,2 years,https://economia.uniroma3.it/didattica/orientamento/le-nostre-magistrali/laurea-magistrale-in-economia-dellambiente-e-dello-sviluppo-lm-56/
ECONOMICS AND MANAGEMENT - LM-77 R,Università degli Studi ROMA TRE,Magistrale,MU,2 years,http://economiaziendale.uniroma3.it/
FINANCE AND BUSINESS - LM-16 R/ LM-77 R,Università degli Studi ROMA TRE,Magistrale,MU,2 years,http://economiaziendale.uniroma3.it/
AEROSPACE ENGINEERING - LM-20 R,Università degli Studi ROMA TRE,Magistrale,MU,2 years,https://ingegneriacivileinformaticatecnologieaeronautiche.uniroma3.it/didattica/ingegneria-aeronautica/
"ECONOMICS, MANAGEMENT AND COMPUTER SCIENCE - L-33 R","Università Commerciale ""Luigi Bocconi"" MILANO",Triennale,EN,3 years,https://www.unibocconi.it/en/programs/bachelor-science/economics-management-and-computer-science
"ECONOMICS, POLITICS AND SOCIAL SCIENCES - L-33 R/ L-36 R",Alma Mater Studiorum - Università di BOLOGNA,Triennale,EN,3 years,https://corsi.unibo.it/1cycle/EconomicsPoliticsSocialSciences
"ECONOMICS: BEHAVIOR, DATA AND POLICY - L-33 R",Università degli Studi di MILANO,Triennale,EN,3 years,https://econ.cdl.unimi.it/en
ELECTRIC VEHICLE ENGINEERING - LM-28,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,https://corsi.unibo.it/2cycle/ElectricVehicleEngineering
ELECTRICAL ENGINEERING - LM-28,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?tipo=LM&scuola=IN&ordinamento=2025&key=IN2808&cg=ingegneria
ELECTRICAL ENGINEERING - LM-28,Politecnico di MILANO,Magistrale,EN,2 years,https://www.elettrica.polimi.it/
ELECTRICAL ENGINEERING FOR DIGITAL ENERGY - LM-28,Università degli Studi di SALERNO,Magistrale,EN,2 years,https://corsi.unisa.it/electrical-engineering-for-digital-energy
ELECTRICAL ENGINEERING FOR ENERGY TRANSITION - LM-28,Università degli Studi di GENOVA,Magistrale,EN,2 years,https://corsi.unige.it/corsi/11955
ELECTRICAL ENGINEERING FOR SUSTAINABLE GREEN ENERGY TRANSITION - LM-28,Università degli Studi di CATANIA,Magistrale,EN,2 years,http://www.dieei.unict.it/corsi/lm-28
ELECTRICAL ENGINEERING - LM-28,Università degli Studi di PAVIA,Magistrale,EN,2 years,http://mpei.unipv.eu/
BIOLOGY OF HUMAN AND ENVIRONMENTAL HEALTH - L-13 R,Università degli Studi di PADOVA,Triennale,EN,3 years,https://www.unipd.it/offerta-didattica/corso-di-laurea/scienze?tipo=L&scuola=SC&ordinamento=2025&key=SC2978&cg=scienze
TECHNIQUES AND METHODS IN PSYCHOLOGICAL SCIENCE - L-24 R,Università degli Studi di PADOVA,Triennale,EN,3 years,https://www.unipd.it/offerta-didattica/corso-di-laurea/psicologia?tipo=L&scuola=PS&ordinamento=2025&key=PS2964&cg=psicologia
PSYCHOLOGICAL SCIENCE - L-24 R,Università degli Studi di PADOVA,Triennale,EN,3 years,https://www.unipd.it/offerta-didattica/corso-di-laurea/psicologia?tipo=L&scuola=PS&ordinamento=2025&key=PS2959&cg=psicologia
EARTH AND CLIMATE DYNAMICS - L-34 R,Università degli Studi di PADOVA,Triennale,EN,3 years,https://www.unipd.it/offerta-didattica/corso-di-laurea/scienze?tipo=L&scuola=SC&ordinamento=2025&key=SC2986&cg=scienze
ANIMAL CARE - L-38 R,Università degli Studi di PADOVA,Triennale,EN,3 years,https://www.unipd.it/offerta-didattica/corso-di-laurea/agraria-e-medicina-veterinaria?tipo=L&scuola=AV&ordinamento=2025&key=AV2874&cg=medicina-veterinaria-e-benesse
ARCHAEOLOGICAL SCIENCES - LM-2 R,Università degli Studi di PADOVA,Magistrale,MU,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze-umane-sociali-e-del-patrimonio-culturale?tipo=LM&scuola=SU&ordinamento=2025&key=SU3030&cg=beni-culturali
QUANTITATIVE AND COMPUTATIONAL BIOSCIENCES - LM-6 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/school-of-science?tipo=LM&scuola=SC&ordinamento=2024&key=SC2804&cg=scienze
MOLECULAR BIOLOGY - LM-6 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC3002&cg=scienze
MARINE BIOLOGY - LM-6 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC3001&cg=scienze
EVOLUTIONARY BIOLOGY - LM-6 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC3000&cg=scienze
LANGUAGE AND CIVILISATION OF ASIA AND MEDITERRANEAN AFRICA - LM-36 R,"Università ""Ca' Foscari"" VENEZIA",Magistrale,MU,2 years,http://www.unive.it/cdl/LMR20
ORIENTAL LANGUAGES AND CULTURES - LM-36 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33547
LANGUAGES OF ASIA AND NORTH AFRICA FOR BUSINESS AND INTERNATIONAL COOPERATION - LM-38 R,"Università ""Ca' Foscari"" VENEZIA",Magistrale,MU,2 years,http://www.unive.it/cdl/LMR40
UPPER LIMITS OF MAXIMUM SYSTEMS REPLICA ROMA - L-35 R/ LM-64,Ateneo Straniero,Triennale,MU,3 years,http://www.chiesa.it/
UPPER LIMITS OF MAXIMUM SYSTEMS - L-35 R/ LM-64,Ateneo Straniero,Triennale,MU,3 years,http://www.chiesa.it/
LIFELONG WELL-BEING AND HEALTHY AGING - LM-9 R,Università degli Studi di PAVIA,Magistrale,EN,2 years,https://lifeline.cdl.unipv.it/en
COMPARATIVE LITERATURE - LM-37 R,"Università degli Studi di NAPOLI ""L'Orientale""",Magistrale,MU,2 years,https://www.unior.it/it/studia-con-noi/didattica/frequentare/corsi-di-studio/lauree-magistrali/letterature-e-culture
LEGAL STUDIES - LM/SC-GIUR R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,https://corsi.unibo.it/2cycle/legal-studies
"LAW, ECONOMICS AND GOVERNANCE - LM/SC-GIUR R/ LM-56 R",Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,https://corsi.unibo.it/2cycle/LawEconomicsGovernance
LAW AND SUSTAINABLE DEVELOPMENT - LM/SC-GIUR R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://llmsd.cdl.unimi.it/en
CIVIL ENGINEERING - LM-23 R,Università degli Studi di PADOVA,Magistrale,MU,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?tipo=LM&scuola=IN&ordinamento=2025&key=IN2922&cg=ingegneria
FOOD INDUSTRY ENGINEERING - LM-26 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?tipo=LM&scuola=IN&ordinamento=2024&key=IN2802
ENERGY ENGINEERING - LM-30 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?tipo=LM&scuola=IN&ordinamento=2025&key=IN2929
WATER AND GEOLOGICAL RISK ENGINEERING - LM-35 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?tipo=LM&scuola=IN&ordinamento=2025&key=IN2935&cg=ingegneria
ENVIRONMENTAL ENGINEERING - LM-35 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?tipo=LM&scuola=IN&ordinamento=2025&key=IN2934&cg=ingegneria
MATHEMATICS - LM-40 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC2998&cg=scienze
MEDICINE AND SURGERY - LM-41 R,Università degli Studi di PADOVA,unico,EN,6 years,https://www.unipd.it/offerta-didattica/corsi-di-laurea-magistrale-a-ciclo-unico/medicina-e-chirurgia?tipo=CU&scuola=ME&ordinamento=2025&key=ME2955
MATHEMATICAL ENGINEERING - LM-44 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?tipo=LM&scuola=IN&ordinamento=2025&key=IN2939&cg=scienze
COGNITIVE NEUROSCIENCE AND CLINICAL NEUROPSYCHOLOGY - LM-51 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/psicologia?tipo=LM&scuola=PS&ordinamento=2025&key=PS2966&cg=psicologia
"CLINICAL, SOCIAL AND INTERCULTURAL PSYCHOLOGY - LM-51 R",Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/psicologia?tipo=LM&scuola=PS&ordinamento=2025&key=PS2965&cg=psicologia
